-5.73662310843,6.23116205791
-6.08546059514,6.5957187492
-6.4684684082,6.97544565505
-6.83111465448,7.32302639994
-7.19765050251,7.67275485931
-7.56390478767,8.02241236857
-7.95889640094,8.39920603129
-8.32761108766,8.74415562644
-8.7145349576,9.07422194819
-9.12986932543,9.36662836942
-9.56289322504,9.63243072279
-10.0080369152,9.87506321996
-10.4637942172,10.0913304897
-10.9292882754,10.27768653
-11.4165650858,10.4198861589
-11.9115561505,10.5157532814
-12.4099008414,10.5659273144
-12.9170956449,10.5697537895
-13.4188609835,10.5249389086
-13.909900281,10.428478777
-14.3933542307,10.2761315013
-14.8576734422,10.0750894366
-15.2995581099,9.83019070699
-15.7180527184,9.54474743203
-16.107952685,9.23159267342
-16.4769137782,8.89127161486
-16.8238145166,8.52618194181
-17.1474945223,8.13685880481
-17.4413310069,7.7307603146
-17.7096501194,7.30374598094
-17.9514511752,6.85760528298
-18.16223199,6.40010178035
-18.3420572355,5.93343525283
-18.4930454424,5.4516729721
-18.6112678827,4.96362561267
-18.697293,4.46376795465
-18.7472377747,3.96116612
-18.7511400895,3.4587163308
-18.7117731031,2.95973408783
-18.6283956955,2.46044909432
-18.5001319743,1.9718359138
-18.3284327769,1.49775035384
-18.1156013106,1.04139644163
-17.8632976096,0.607022990635
-17.5733847604,0.197745727635
-17.2482561674,-0.183959825268
-16.8907768362,-0.535036415758
-16.5089002055,-0.858955873673
-16.1291118582,-1.19095067575
-15.7539589369,-1.53135397782
-15.3872562534,-1.87153668937
-15.0216755726,-2.21302364452
-14.6444011854,-2.55204385615
-14.2636873108,-2.88651008231
-13.8887963448,-3.22640686939
-13.5158927058,-3.56863003269
-13.1420296656,-3.90913234662
-12.7652712533,-4.2454544837
-12.3860370771,-4.57828187064
-12.0073598472,-4.91196080693
-11.6283001679,-5.24509407723
-11.246321972,-5.5740804582
-10.8634599897,-5.90192070692
-10.4792193495,-6.22791905815
-10.09258978,-6.55026295165
-9.70274074988,-6.86821005675
-9.31415971402,-7.18726938716
-8.92723663974,-7.50813368648
-8.53864803727,-7.82779399762
-8.14471221944,-8.14002464949
-7.74581644026,-8.44421939577
-7.32931178001,-8.73286490777
-6.89372223354,-9.00261172099
-6.44917849381,-9.23948006161
-5.98726696991,-9.43122385187
-5.5041740426,-9.57643221276
-5.00881756126,-9.66868647115
-4.50572831441,-9.70705758734
-4.00015082827,-9.69306818352
-3.49762051273,-9.62982232039
-3.00616072805,-9.53063257745
-2.51879352088,-9.40282832498
-2.04037160888,-9.23968617564
-1.58116730878,-9.03017606823
-1.14506313922,-8.77995585664
-0.736989131399,-8.48926150567
-0.361531603239,-8.15837833274
-0.017977392749,-7.78533901311
0.281977435388,-7.38496926201
0.540407418472,-6.9485832232
0.74006685951,-6.48296353975
0.872893391484,-5.99494728044
0.937032519622,-5.49215787852
0.935893266472,-4.98955371427
0.868830479556,-4.49143831848
0.760379378112,-3.99960210906
0.65137665648,-3.50937387668
0.535643148461,-3.0218422434
0.411061900888,-2.53374677719
0.278459695828,-2.0471683808
0.138001832095,-1.56319510965
-0.00981513972995,-1.08219437554
-0.164664128036,-0.604620455449
-0.328471279206,-0.131166827763
-0.510573369175,0.341635156861
-0.713654751492,0.80384818534
-0.926650022479,1.26154115893
-1.15194575432,1.71286688843
-1.39955773101,2.14971934757
-1.66871988561,2.57163361343
-1.97614093385,2.97193390444
-2.28664646866,3.36401366736
-2.60313155752,3.75428124064
-2.93771098185,4.12813121825
-3.27961306555,4.49607496047
